LS,NFS,7,18.970449,ERROR
LS,NFS,3,14.044667,ERROR
LS,NFS,5,19.225319,SUCCESS
LS,NFS,7,9.01226,ERROR
LS,NFS,6,19.055976,SUCCESS
LS,NFS,6,9.365202,ERROR
LS,NFS,3,9.29507,ERROR
LS,NFS,3,18.193294,SUCCESS
LS,NFS,3,9.323008,ERROR
LS,NFS,6,32.340593,SUCCESS
LS,NFS,7,14.440941,ERROR
LS,NFS,3,22.973111,SUCCESS
LS,NFS,7,9.370333,ERROR
LS,NFS,6,18.240049,SUCCESS
LS,NFS,7,9.387439,ERROR
LS,NFS,5,9.241472,ERROR
LS,NFS,7,11.29412,ERROR
LS,NFS,7,9.863539,ERROR
LS,NFS,6,9.862969,ERROR
LS,NFS,7,10.37442,ERROR
LS,NFS,7,9.64402,ERROR
LS,NFS,6,19.202512,SUCCESS
LS,NFS,7,14.673005,ERROR
LS,NFS,6,9.99696,ERROR
LS,NFS,7,24.327857,ERROR
LS,NFS,3,9.475246,ERROR
LS,NFS,7,9.354939,ERROR
LS,NFS,6,24.944793,SUCCESS
LS,NFS,3,31.459665,SUCCESS
LS,NFS,5,14.113089,ERROR
LS,NFS,6,14.251072,ERROR
LS,NFS,3,13.821727,ERROR
LS,NFS,7,14.190633,ERROR
LS,NFS,6,14.103966,ERROR
LS,NFS,3,9.500335,ERROR
LS,NFS,7,14.029272,ERROR
LS,NFS,6,14.207168,ERROR
LS,NFS,2,9.369193,ERROR
LS,NFS,7,22.301439,ERROR
LS,NFS,6,18.863255,SUCCESS
LS,NFS,2,15.86525,ERROR
LS,NFS,7,13.921508,ERROR
LS,NFS,6,18.888344,ERROR
LS,NFS,5,23.379649,SUCCESS
LS,NFS,7,14.253923,ERROR
LS,NFS,7,9.93139,ERROR
LS,NFS,6,19.016634,SUCCESS
LS,NFS,7,9.551651,ERROR
LS,NFS,3,24.582728,SUCCESS
LS,NFS,5,9.923408,ERROR
LS,NFS,6,11.456621,ERROR
LS,NFS,6,9.635467,ERROR
LS,NFS,7,15.883496,ERROR
LS,NFS,7,17.760528,ERROR
LS,NFS,3,26.771648,SUCCESS
LS,NFS,5,32.751123,SUCCESS
LS,NFS,6,14.901647,ERROR
LS,NFS,7,16.398368,ERROR
LS,NFS,2,26.065765,SUCCESS
LS,NFS,7,14.180369,ERROR
LS,NFS,6,14.736295,ERROR
LS,NFS,7,14.615417,ERROR
LS,NFS,6,14.435239,ERROR
LS,NFS,7,9.608099,ERROR
LS,NFS,7,9.765467,ERROR
LS,NFS,7,9.894329,ERROR
LS,NFS,7,9.788275,ERROR
LS,NFS,3,10.139506,ERROR
LS,NFS,5,18.605534,SUCCESS
LS,NFS,7,10.101304,ERROR
LS,NFS,7,9.601256,ERROR
LS,NFS,7,16.268938,ERROR
LS,NFS,7,9.871521,ERROR
LS,NFS,7,9.719853,ERROR
LS,NFS,3,19.088477,SUCCESS
LS,NFS,3,9.785424,ERROR
LS,NFS,7,9.620643,ERROR
LS,NFS,7,9.477527,ERROR
LS,NFS,7,9.919987,ERROR
LS,NFS,7,9.559063,ERROR
LS,NFS,7,9.510027,ERROR
LS,NFS,5,9.651432,ERROR
LS,NFS,3,18.90887,SUCCESS
LS,NFS,5,18.522858,SUCCESS
LS,NFS,5,24.616939,SUCCESS
LS,NFS,7,16.491878,ERROR
LS,NFS,5,20.574364,SUCCESS
LS,NFS,7,14.155281,ERROR
LS,NFS,7,9.882354,ERROR
LS,NFS,7,9.450159,ERROR
LS,NFS,7,9.753494,ERROR
LS,NFS,7,9.897749,ERROR
LS,NFS,7,9.624064,ERROR
LS,NFS,7,9.576739,ERROR
LS,NFS,6,18.748649,ERROR
LS,NFS,6,9.592134,ERROR
LS,NFS,7,14.481425,ERROR
LS,NFS,7,9.42108,ERROR
LS,NFS,7,14.283572,ERROR
LS,NFS,5,19.994492,ERROR
LS,NFS,7,21.031649,ERROR
LS,NFS,2,15.431914,ERROR
LS,NFS,7,16.667493,ERROR
LS,NFS,3,16.745038,ERROR
LS,NFS,6,22.137227,ERROR
LS,NFS,7,18.794264,ERROR
LS,NFS,6,14.131904,ERROR
LS,NFS,3,18.829615,ERROR
LS,NFS,7,14.560109,ERROR
LS,NFS,3,23.266753,SUCCESS
LS,NFS,7,14.432389,ERROR
LS,NFS,6,14.583486,ERROR
LS,NFS,3,20.860025,ERROR
LS,NFS,6,14.515635,ERROR
LS,NFS,7,19.046853,ERROR
LS,NFS,6,14.751689,ERROR
LS,NFS,5,18.999528,ERROR
LS,NFS,6,9.51744,ERROR
LS,NFS,5,18.668254,ERROR
LS,NFS,7,14.024711,ERROR
LS,NFS,7,14.547565,ERROR
LS,NFS,7,14.262476,ERROR
LS,NFS,6,19.153477,SUCCESS
LS,NFS,3,9.371474,ERROR
LS,NFS,7,14.735154,ERROR
LS,NFS,6,14.691251,ERROR
LS,NFS,6,9.889767,ERROR
LS,NFS,5,15.589854,ERROR
LS,NFS,7,14.462609,ERROR
LS,NFS,3,18.911721,SUCCESS
LS,NFS,4,9.67652,ERROR
LS,NFS,3,9.157086,ERROR
LS,NFS,7,17.797019,ERROR
LS,NFS,7,14.479714,ERROR
LS,NFS,7,14.5316,ERROR
LS,NFS,3,9.499764,ERROR
LS,NFS,3,10.140646,ERROR
LS,NFS,7,9.384018,ERROR
LS,NFS,6,9.409106,ERROR
LS,NFS,5,24.152813,SUCCESS
LS,NFS,6,12.551366,ERROR
LS,NFS,7,9.623493,ERROR
LS,NFS,6,9.780293,ERROR
LS,NFS,3,10.124111,ERROR
LS,NFS,6,14.841207,ERROR
LS,NFS,3,9.910294,ERROR
LS,NFS,7,9.751213,ERROR
LS,NFS,2,9.538537,ERROR
LS,NFS,3,9.516869,ERROR
LS,NFS,3,9.653713,ERROR
LS,NFS,3,9.880074,ERROR
LS,NFS,7,9.907443,ERROR
LS,NFS,3,18.538823,SUCCESS
LS,NFS,7,9.381737,ERROR
LS,NFS,7,9.496913,ERROR
LS,NFS,6,14.446073,ERROR
LS,NFS,3,9.101209,ERROR
LS,NFS,7,18.805097,ERROR
LS,NFS,5,18.462419,SUCCESS
LS,NFS,3,10.060251,ERROR
LS,NFS,3,9.468404,ERROR
LS,NFS,7,14.53103,ERROR
LS,NFS,7,16.097313,ERROR
LS,NFS,6,14.439231,ERROR
LS,NFS,6,24.173339,SUCCESS
LS,NFS,7,9.858407,ERROR
LS,NFS,6,9.585291,ERROR
LS,NFS,5,9.1702,ERROR
LS,NFS,3,17.002759,ERROR
LS,NFS,7,14.136466,ERROR
LS,NFS,3,21.06529,ERROR
LS,NFS,6,17.561535,ERROR
LS,NFS,3,14.185501,ERROR
LS,NFS,3,27.675383,SUCCESS
LS,NFS,5,14.172957,ERROR
LS,NFS,7,19.021765,ERROR
LS,NFS,6,19.648393,ERROR
LS,NFS,7,13.808042,ERROR
LS,NFS,3,22.788373,SUCCESS
LS,NFS,3,10.084768,ERROR
LS,NFS,6,22.847671,SUCCESS
LS,NFS,7,13.934622,ERROR
LS,NFS,5,27.491215,SUCCESS
LS,NFS,5,25.394664,SUCCESS
LS,NFS,6,29.779347,SUCCESS
LS,NFS,4,28.386967,SUCCESS
LS,NFS,6,18.765184,ERROR
LS,NFS,6,9.735248,ERROR
LS,NFS,3,18.807948,SUCCESS
LS,NFS,7,9.783714,ERROR
LS,NFS,7,9.699327,ERROR
LS,NFS,6,23.052936,SUCCESS
LS,NFS,6,14.479713,ERROR
LS,NFS,7,9.558493,ERROR
LS,NFS,6,9.4245,ERROR
LS,NFS,7,14.78419,ERROR
LS,NFS,3,9.945074,ERROR
LS,NFS,5,32.48941,SUCCESS
LS,NFS,2,15.237482,ERROR
LS,NFS,6,28.402363,SUCCESS
LS,NFS,6,20.406732,ERROR
LS,NFS,5,19.777824,ERROR
LS,NFS,7,18.553077,ERROR
LS,NFS,7,18.545096,ERROR
LS,NFS,4,13.516111,ERROR
LS,NFS,6,13.824577,ERROR
LS,NFS,6,22.658942,SUCCESS
LS,NFS,7,9.373185,ERROR
