LS,GFS,3,35.981761,SUCCESS
LS,GFS,6,9.167349,ERROR
LS,GFS,3,20.233968,ERROR
LS,GFS,7,13.524663,ERROR
LS,GFS,6,9.524852,ERROR
LS,GFS,7,9.701038,ERROR
LS,GFS,5,16.175999,ERROR
LS,GFS,5,18.293646,SUCCESS
LS,GFS,3,17.5125,SUCCESS
LS,GFS,7,9.020813,ERROR
LS,GFS,7,17.416139,ERROR
LS,GFS,7,9.125726,ERROR
LS,GFS,7,9.376036,ERROR
LS,GFS,7,9.097787,ERROR
LS,GFS,7,19.294881,ERROR
LS,GFS,3,25.550323,SUCCESS
LS,GFS,3,23.174954,SUCCESS
LS,GFS,7,9.723845,ERROR
LS,GFS,6,9.241473,ERROR
LS,GFS,7,13.745893,ERROR
LS,GFS,7,14.169536,ERROR
LS,GFS,3,21.683364,SUCCESS
LS,GFS,6,9.408536,ERROR
LS,GFS,7,9.376035,ERROR
LS,GFS,5,13.979097,ERROR
LS,GFS,7,9.64459,ERROR
LS,GFS,6,9.130287,ERROR
LS,GFS,7,9.300202,ERROR
LS,GFS,3,23.982329,SUCCESS
LS,GFS,7,17.595176,ERROR
LS,GFS,5,25.648964,SUCCESS
LS,GFS,7,15.827619,ERROR
LS,GFS,7,18.565622,ERROR
LS,GFS,6,21.768891,ERROR
LS,GFS,7,16.761573,ERROR
LS,GFS,6,26.602304,SUCCESS
LS,GFS,7,9.204981,ERROR
LS,GFS,5,22.641837,SUCCESS
LS,GFS,3,19.592516,SUCCESS
LS,GFS,7,11.32491,ERROR
LS,GFS,7,9.412527,ERROR
LS,GFS,6,25.149486,ERROR
LS,GFS,7,15.70332,ERROR
LS,GFS,7,9.219806,ERROR
LS,GFS,7,9.503185,ERROR
LS,GFS,7,9.040199,ERROR
LS,GFS,3,23.88996,SUCCESS
LS,GFS,7,18.650008,ERROR
LS,GFS,5,14.135896,ERROR
LS,GFS,3,28.979954,SUCCESS
LS,GFS,7,19.370145,ERROR
LS,GFS,5,28.052272,SUCCESS
LS,GFS,7,23.156709,ERROR
LS,GFS,7,16.522668,ERROR
LS,GFS,6,17.091137,ERROR
LS,GFS,7,20.299538,ERROR
LS,GFS,7,14.961515,ERROR
LS,GFS,5,23.241665,SUCCESS
LS,GFS,7,9.395422,ERROR
LS,GFS,7,9.320158,ERROR
LS,GFS,5,9.399412,ERROR
LS,GFS,5,18.919133,SUCCESS
LS,GFS,6,14.612566,ERROR
LS,GFS,2,27.709593,SUCCESS
LS,GFS,3,19.273215,SUCCESS
LS,GFS,6,9.203841,ERROR
LS,GFS,6,13.837122,ERROR
LS,GFS,4,24.800537,SUCCESS
LS,GFS,2,23.465176,SUCCESS
LS,GFS,6,9.586432,ERROR
LS,GFS,6,14.135896,ERROR
LS,GFS,6,9.51858,ERROR
LS,GFS,6,9.587572,ERROR
LS,GFS,3,18.523429,SUCCESS
LS,GFS,5,14.115369,ERROR
LS,GFS,6,25.947739,ERROR
LS,GFS,7,17.904213,ERROR
LS,GFS,7,14.334889,ERROR
LS,GFS,7,14.350283,ERROR
LS,GFS,7,14.302388,ERROR
LS,GFS,6,9.590993,ERROR
LS,GFS,7,9.48608,ERROR
LS,GFS,7,13.976245,ERROR
LS,GFS,5,14.452915,ERROR
LS,GFS,6,9.521431,ERROR
LS,GFS,7,14.128483,ERROR
LS,GFS,7,13.620453,ERROR
LS,GFS,3,18.696193,SUCCESS
LS,GFS,5,18.769746,SUCCESS
LS,GFS,7,14.609715,ERROR
LS,GFS,5,23.412149,SUCCESS
LS,GFS,7,9.977574,ERROR
LS,GFS,3,19.093608,SUCCESS
LS,GFS,7,14.257914,ERROR
LS,GFS,6,13.942034,ERROR
LS,GFS,5,25.853659,SUCCESS
LS,GFS,7,14.268177,ERROR
LS,GFS,7,14.812129,ERROR
LS,GFS,6,15.247176,ERROR
LS,GFS,7,14.484276,ERROR
LS,GFS,6,9.467264,ERROR
LS,GFS,6,9.836741,ERROR
LS,GFS,7,9.443317,ERROR
